,Name,new_lang,ISBN,Geocode,Adress,description
661,Halloween... ¡qué miedo!,nl,8408067869,"52.0626544, 5.1282406",Olympus 118 Utrecht,halloween qué miedo
662,Moosewood Restaurant Kitchen Garden,nl,671692399,"52.0626544, 5.1282407",Olympus 118 Utrecht,moosewood restaurant kitchen garden
663,Gentlemen's Agreement,nl,708976743,"52.0626544, 5.1282408",Olympus 118 Utrecht,gentlemen s agreement
664,Aaargh to Zizz,nl,953777057,"52.0626544, 5.1282409",Olympus 118 Utrecht,aaargh zizz
665,Hidden Pictures,nl,413404706,"52.0626544, 5.1282410",Olympus 118 Utrecht,hidden pictures
666,"Gwen Raverat, Wood Engraver",nl,712347925,"52.0626544, 5.1282411",Olympus 118 Utrecht,gwen raverat wood engraver
667,Secret in the Woods,nl,803777027,"52.0626544, 5.1282412",Olympus 118 Utrecht,secret woods
668,Ten Plus One,nl,451119231,"52.0626544, 5.1282413",Olympus 118 Utrecht,ten plus one
669,"Evil, Be Gone",nl,595220037,"52.0626544, 5.1282414",Olympus 118 Utrecht,evil be gone
670,Wait for Elmo!,nl,679991905,"52.0626544, 5.1282415",Olympus 118 Utrecht,sometimes little elmo can t keep friends sesame street grover tells elmo he s old enough go bike ride grover s grandpa takes elmo even better trip zoo
671,Hatchet-Man,nl,096440110X,"52.0626544, 5.1282416",Olympus 118 Utrecht,hatchet man
672,Monster Poems,nl,823402681,"52.062583637576004, 5.133471786975861",Vogezen 35 Utrecht,seventeen poems various authors describe different kinds monsters
673,Green La Juree,nl,2020305445,"52.062583637576004, 5.133471786975861",Vogezen 35 Utrecht,green la juree
674,"The Hidden Temple (Eleven Kingdoms, #3)",nl,812533887,"52.062583637576004, 5.133471786975861",Vogezen 35 Utrecht,the hidden temple eleven kingdoms 3
675,Floor of Heaven,nl,140088695,"52.062583637576004, 5.133471786975861",Vogezen 35 Utrecht,floor heaven
676,"The Holy Experiment (The Peaceable Kingdom, #2)",nl,340168730,"52.062583637576004, 5.133471786975861",Vogezen 35 Utrecht,in 1681 ontsnapte een honderdtal quakers uit engeland naar amerika zeventig jaar later zijn deze quakers prinsen geworden kooplieden reders en plantage eigenaars die het politieke leven van de kolonie beheersen maar de vloek van de slavernij noodzakelijk voor de immense plantages heeft ook hen aangetast een van de slavenhouders bonifacius baker wiens grootmoeder ann tralor een eeuw geleden engeland margaret fell bijstond haar werk voor de ongelukkige kinderen de afschuwelijke gevangenissen haar dagboek wordt aan het begin van het verhaal ontdekt de onthullingen die het bevat zij n zo onthutsend dat zij het veilige bestaan van haar kleinzoon verstoren br als bonifacius baker bovendien merkt welke geestelijke en lichamelijke wreedheden zijn naam worden bedreven besluit hij opnieuw te beginnen hij schenkt zijn slaven de vrijheid en trekt de wildernis om een gemeenschap te stichten waar de wolf met het lam zal verkeren een nieuw heilig experiment met hem gaan zijn twee dochters en cleo de verbitterde slavin de minnares van zijn zoon br br het heilig experiment het tweede deel van jan de hartogs magistrale cyclus het koninkrijk van de vrede een grandioos boek het voert ons van de slavenkwartieren de onmetelijke prairies door onbegaanbare wildernissen en dodelijk woestijnen op een pelgrimstocht naar onbaatzuchtige liefde en menselijke waardigheid
677,Tagebuch- Suiten 1898-1902.,nl,3596152208,"52.062583637576004, 5.133471786975861",Vogezen 35 Utrecht,tagebuch suiten 1898 1902
678,Women & Beauty,nl,688013945,"52.062583637576004, 5.133471786975861",Vogezen 35 Utrecht,women beauty
679,Out of the Vietnam Vortex,nl,700601139,"52.062583637576004, 5.133471786975861",Vogezen 35 Utrecht,out vietnam vortex
680,Mekka in the Latter Part of the 19th Century,nl,9004020667,"52.062583637576004, 5.133471786975861",Vogezen 35 Utrecht,mekka de tweede helft van de negentiende eeuw schetsen uit het dagelijks leven
681,"Bon Voyage! Level 1, Student Edition: Student Edition",nl,78212561,"52.062583637576004, 5.133471786975861",Vogezen 35 Utrecht,bon voyage level 1 student edition student edition
682,Green Wisdom,nl,465027121,"52.062583637576004, 5.133471786975861",Vogezen 35 Utrecht,green wisdom
683,Masters of Art: Zurbaran,nl,810939622,"52.062583637576004, 5.133471786975861",Vogezen 35 Utrecht,masters art zurbaran
684,Chinese Vegetarian Cooking,nl,394706390,"52.062583637576004, 5.133471786975861",Vogezen 35 Utrecht,chinese vegetarian cooking
685,"Kitchen Garden, The",nl,553081381,"52.062583637576004, 5.133471786975861",Vogezen 35 Utrecht,kitchen garden the
686,The Trial of Ebenezer Scrooge,nl,814250866,"52.062583637576004, 5.133471786975861",Vogezen 35 Utrecht,the trial ebenezer scrooge
687,Last Call,nl,670825492,"52.062583637576004, 5.133471786975861",Vogezen 35 Utrecht,mulisch roman de theaterwereld kunst en werkelijkheid een meer dan ware geschiedenis
688,Biggles and the Chinese Puzzle (Knight Books),nl,340040165,"52.062583637576004, 5.133471786975861",Vogezen 35 Utrecht,de man die op de gelukkige gedachte gekomen scotland yard te verrijken met de speciale afdeling van de luchtpolitie moet een helder inzicht hebben gehad de problemen die de twintigste eeuwse misdaad met zich brengt van de technische vooruitgang werd ook dankbaar en met succes gebruik gemaakt door hen die slechts op eigen voordeel uit waren en daarbij geen enkel gewetensbezwaar konden de ontwikkeling van de luchtvaart opende ongekende perspectieven voor allerlei elementen die er het hoogste belang bij hadden om zo snel mogelijk buiten het bereik van de sterke arm te komen dat de leiding van de luchtpolitie word toevertrouwd aan james bigglesworth was gezien zijn prestaties in het verleden niet meer dan vanzelfsprekend dat zijn team verder bestond uit algy lacey bertie lissie en ginger hebblethwaite kon evenmin verbazing wekken deze vier doorgewinterde piloten kenden elkaar al jaren en wisten precies wat ze aan elkaar hadden hoe doeltreffend hun samenwerking was word al spoedig bewezen en dit veroorzaakte een onafgebroken stroom van verzoeken om hulp en opdrachten tot ingrijpen dit boek geeft verslag van acht gevallen waarin slechts de tussenkomst van de luchtpolitie nog uitkomst kon bieden dat biggles daarvoor naar de grote oceaan saigon en zelfs naar nieuw guinea moest vliegen iets waar hij zijn hand nauwelijks voor omdraaide maar ook hij kon van te voren onmogelijk weten wat hem allemaal te wachten stond
